id	sentence	raw	ipa	gloss_en	cs_words	notes	pipeline_status
ar-x-maghrebi-cs-011	ابْعَتْلِي link عَلَى message	ابعتلي link على message	ibʕaˈtlijj link ˈʕalaː misadʒ	send me the link on a message	link;message	[tech] link→link; message→misadʒ. table: default pan-Arabic (Watson 2002; Holes 2004)	pinned
ar-x-maghrebi-cs-012	بْغِيت أَشْتَرِي online بَسّ مَا لَقِيت offer	بغيت أشتري online بس ما لقيت offer	ˈbɣiːt ˈʔaʃtariː unlin ˈbass ˈmaː laˈqiːt ufar	I want to buy online but I did not find an offer	online;offer	[commerce] online→unlin; offer→ufar. node rank-1: ق→[q] retained (first-layer, لقيت→laˈqiːt), ج→[ʒ]; the node lacks /ɡ/ so meeting→miːtink and garage→kaːradʒ (total projection /ɡ/→nearest [k]) (guerrero2019; guerrero2021; heath2002; marcais1977). table: default pan-Arabic (Watson 2002; Holes 2004)	pinned
ar-x-maghrebi-cs-013	وَدِّيت السَّيَّارَة سَرْفِيس دَابَا	وديت السيارة سرفيس دابا	waˈddiːt assaˈjjaːra saˈrfiːs ˈdaːbaː	I took the car for a service now	سَرْفِيس	[automotive] loan سرفيس 'service (station)' → read natively (/v/-loan spelt with ف); attested colloquial [sarˈfiːs] (badawi-hinds1986 s.v. سرفيس). table: default pan-Arabic (Watson 2002; Holes 2004)	pinned
ar-x-maghrebi-cs-014	دَفَعْت كَاش مُو بِكَرْت	دفعت كاش مو بكرت	daˈfaʕt ˈkaːʃ ˈmuː biˈkart	I paid cash not by card	كَاش	[commerce] loans كاش 'cash' → [kaːʃ] and كرت 'card' → [kart], both attested pan-Arabic (badawi-hinds1986 s.v. كاش, كارت). table: default pan-Arabic (Watson 2002; Holes 2004)	pinned
ar-x-maghrebi-cs-015	الْعَجَلَة فِيهَا بَنْشَر لَازِم أَصَلِّحْهَا	العجلة فيها بنشر لازم أصلحها	aˈlʕaʒala ˈfiːhaː ˈbanʃar ˈlaːzim ʔɑsˤɑˈlliħhaː	the wheel has a puncture, I have to fix it	بَنْشَر	[automotive] loan بنشر 'puncture' → [banʃar], attested colloquial (badawi-hinds1986 s.v. بنشر). table: default pan-Arabic (Watson 2002; Holes 2004)	pinned
ar-x-maghrebi-cs-016	حَجَزْت تَاكْسِي مِنَ الْمَطَار	حجزت تاكسي من المطار	ħaˈʒazt ˈtaːksiː ˈmina lmɑˈtˤɑːr	I booked a taxi from the airport	تَاكْسِي	[daily] loan تاكسي 'taxi' → [taksiː], fully integrated pan-Arabic loan (Wehr s.v.). table: default pan-Arabic (Watson 2002; Holes 2004)	pinned
ar-x-maghrebi-cs-017	اِشْتَرَيْت كَرْت شِحْن جَدِيد	اشتريت كرت شحن جديد	iʃtaˈrajt ˈkart ˈʃiħn ʒaˈdiːd	I bought a new top-up card	كَرْت	[commerce] loan كرت 'card' → [kart] (/p/-free; final cluster), attested pan-Arabic (badawi-hinds1986 s.v. كارت). table: default pan-Arabic (Watson 2002; Holes 2004)	pinned
ar-x-maghrebi-cs-018	labas 3lik ki dayr el youm	labas 3lik ki dayr el youm	laˈbaːs ˈʕliːk ˈkiː ˈdaːjir aˈljuwm	are you well, how are you today	3lik	[daily] Arabizi (3=ع; spells لباس عليك كي داير اليوم). The node's pipeline has no Latin-as-Arabic path (translit never sniffs a Latin run as Arabic); ipa = the node reading of the Arabic it spells. table: default pan-Arabic (Watson 2002; Holes 2004)	unsupported
ar-x-maghrebi-cs-019	bghit nemshi el souk daba	bghit nemshi el souk daba	ˈbɣiːt ˈnamʃiː ˈssuːq ˈdaːbaː	I want to go to the market now	bghit;nemshi	[daily] Arabizi (spells بغيت نمشي السوق دابا). The node's pipeline has no Latin-as-Arabic path (translit never sniffs a Latin run as Arabic); ipa = the node reading of the Arabic it spells. table: default pan-Arabic (Watson 2002; Holes 2004)	unsupported
ar-x-maghrebi-cs-020	wach nta mzyan a sa7bi	wach nta mzyan a sa7bi	ˈwaːʃ ˈnta ˈmzjaːn ʔ ˈsˤɑːħbiː	are you good, my friend	sa7bi	[daily] Arabizi (7=ح; spells واش نت مزيان ا صاحبي). The node's pipeline has no Latin-as-Arabic path (translit never sniffs a Latin run as Arabic); ipa = the node reading of the Arabic it spells. table: default pan-Arabic (Watson 2002; Holes 2004)	unsupported
