id	sentence	raw	ipa	gloss_en	cs_words	notes	pipeline_status
ar-TD-cs-011	شُفْت video فِي الْبَيْت الْيَوْم	شفت video في البيت اليوم	ˈʃuft fidiu ˈfiː ˈlbeːt aˈljoːm	I watched a video at home today	video	[daily] English loan video→fidiu (/v/→[f]). URBAN N'DJAMENA MONOPHTHONGISATION: sedentary/urban Chadian raises */aj aw/→[eː oː], so بيت→[beːt], يوم→[joːm] (Roth-Laly 1979 for Abeche; Kaye 1976). The spec models the diphthong-RETAINING Bedouin West Sudanic mainline (owens1993), so the pipeline keeps the diphthongs and emits 'ˈʃuft fidiu ˈfiː ˈlbajt aˈljawm'. Urban form pinned with beːt/joːm. default pan-Arabic table.	known-wrong
ar-TD-cs-012	وَيْن الـprinter بِتَاعِي	وين الـprinter بتاعي	ˈweːn brintar biˈtaːʕiː	where is my printer	printer	[tech] English loan printer→brintar (/p/→[b]). URBAN N'DJAMENA MONOPHTHONGISATION: وَين→[weːn], the spec retains the diphthong (Bedouin type; owens1993) so the pipeline emits 'ˈwajn brintar biˈtaːʕiː'; urban sedentary [weːn] (Roth-Laly 1979; Kaye 1976) pinned. genitive exponent بتاعي. default pan-Arabic table.	known-wrong
ar-TD-cs-013	عِنْدِي تِلِفون جَدِيد	عندي تلفون جديد	ˈʕindiː tiliˈfoːn dʒaˈdiːd	I have a new telephone	تِلِفون	[tech] French-layer loan تلفون 'telephone' (<Fr. téléphone; pommerol1999); attested [tilifoːn]. PIPELINE WRONG: emits 'tiliˈfuːn' — reads و as [uː] not the loan mid vowel [oː]. Correct loan IPA pinned. default pan-Arabic table.	known-wrong
ar-TD-cs-014	رِكِبْت تَاكْسِي لِلسُّوق	ركبت تاكسي للسوق	riˈkibt ˈtaːksiː liˈssuːɡ	I took a taxi to the market	تَاكْسِي	[automotive] French-layer loan تاكسي 'taxi' (<Fr. taxi; pommerol1999) → taːksi, matches attested [taːksi]. Pipeline reads the vocalised loan natively and matches. سوق→[suːɡ] shows qaf→[ɡ] (owens1993). default pan-Arabic table.	pinned
ar-TD-cs-015	أُمِّي فِي الْكُوزِينَة	أمي في الكوزينة	ˈʔummiː ˈfiː lkuˈziːna	my mother is in the kitchen	الْكُوزِينَة	[daily] French-layer loan كوزينة 'kitchen' (<Fr. cuisine; pommerol1999). Pipeline emits a stress+length artifact 'lkuˈːziːna'; attested realisation /kuˈziːna/ pinned. default pan-Arabic table.	known-wrong
ar-TD-cs-016	الْعَرَبِيَّة مَا فِيهَا أَسَانْس	العربية ما فيها أسانس	alʕaraˈbijja ˈmaː ˈfiːhaː ʔaˈsaːns	the car has no petrol	أَسَانْس	[automotive] French-layer loan أسانس 'petrol' (<Fr. essence; pommerol1999) → ʔasaːns, matches attested [asaːns]. Pipeline reads the vocalised loan natively and matches. ما فيها 'it hasn't' negation. default pan-Arabic table.	pinned
ar-TD-cs-017	عِنْدِي تِلِفِزيون جَدِيد فِي الْأُوضَة	عندي تلفزيون جديد في الأوضة	ˈʕindiː tilifizˈjoːn dʒaˈdiːd ˈfiː ˈlʔuːdˤɑ	I have a new television in the room	تِلِفِزيون	[daily] French-layer loan تلفزيون 'television' (<Fr. télévision; pommerol1999); attested [tilifizjoːn]. PIPELINE WRONG: emits 'tilifiˈzjuːn' — reads و as [uː] instead of the loan mid vowel [oː]. Correct loan IPA pinned. default pan-Arabic table.	known-wrong
ar-TD-cs-018	kef 7alak ya zol	kef 7alak ya zol	ˈkeːf ˈħaːlak ˈjaː ˈzoːl	how are you, man?	kef;zol	[arabizi] Latin-script Chadian (7=ح/ħ; zol 'man/person', shared West-Sudanic/Sudanese lexeme). Spells كيف حالك يا زول؟ Pipeline has no Arabizi path; ipa hand-derived as the urban N'Djamena reading with monophthong كيف→[keːf], زول→[zoːl] (Roth-Laly 1979; Kaye 1976). table: n/a	unsupported
ar-TD-cs-019	wen macheit embare7	wen macheit embare7	ˈweːn maˈʃeːt ʔaˈmbaːriħ	where did you go yesterday	wen;macheit	[arabizi] Latin-script Chadian (7=ح/ħ). Spells وَين مَشَيت أَمْبارِح. Pipeline has no Arabizi path; ipa hand-derived as the urban reading with monophthong وين→[weːn], مشيت→[maʃeːt] (Roth-Laly 1979; Kaye 1976). table: n/a	unsupported
ar-TD-cs-020	3andak 7aja jdide	3andak 7aja jdide	ˈʕindak ˈħaːdʒa ˈdʒdiːda	do you have anything new?	3andak;7aja	[arabizi] Latin-script Chadian (3=ع/ʕ, 7=ح/ħ, j=ج). Spells عِندَك حاجة جْديدة؟ Pipeline has no Arabizi path; ipa hand-derived as the Chadian reading; jīm→[dʒ] (~[ɟ]; owens1993/2006). table: n/a	unsupported
