id	sentence	raw	ipa	gloss_en	cs_words	notes	pipeline_status
ar-SA-x-najd-cs-011	مُو عَارِف بَسّ أَنَا think هَذَا غَالِي	مو عارف بس أنا think هذا غالي	ˈmuː ˈʕaːrif ˈbass ˈʔanaː θink ˈhaðaː ˈɣaːliː	I don't know but I think this is expensive	think	[daily] think→θink (interdental /θ/ RETAINED — Najdi keeps it where Cairene merges to [t]; Alhoody 2019 §5.1). table: Najdi (Alhoody 2019 §5.1)	pinned
ar-SA-x-najd-cs-012	engine فِيه صَوت وْ brake ضَعِيف	engine فيه صوت و brake ضعيف	inɡin ˈfiːh ˈsˤɑwt w brak ðˤɑˈʕiːf	the engine has a noise and the brake is weak	engine;brake	[automotive] engine→inɡin (/ndʒ/→[nɡ]); brake→brak. table: Najdi (Alhoody 2019 §5.1)	pinned
ar-SA-x-najd-cs-013	السَّيَّارَة فِيهَا بَنْشَر وْ لَازِم وَرْشَة	السيارة فيها بنشر و لازم ورشة	assajˈjaːra ˈfiːhaː ˈbanʃar w ˈlaːzim ˈwarʃa	the car has a flat tyre and needs a workshop	بَنْشَر;وَرْشَة	[automotive] بَنْشَر [banʃar] 'flat/puncture' < Eng. puncture — attested Gulf/Najdi car-register loan; وَرْشَة [warʃa] 'workshop' integrated loan. The pipeline reads both as native Arabic and matches the attested realisation. table: Najdi (Alhoody 2019); Holes 2004 Gulf loan lexicon	pinned
ar-SA-x-najd-cs-014	الْجِير خَربَان لَازِم وَرْشَة	الجير خربان لازم ورشة	alˈdʒiːr xarˈbaːn ˈlaːzim ˈwarʃa	the gear is broken, it needs a workshop	الْجِير;وَرْشَة	[automotive] جِير [dʒiːr] 'gear' < Eng. gear — native ǧīm /dʒ/, attested Najdi car-register; pipeline matches. table: Najdi (Alhoody 2019); Holes 2004	pinned
ar-SA-x-najd-cs-015	دَفَعْت كَاش مُو بِالْبِطَاقَة	دفعت كاش مو بالبطاقة	ˈdafaʕat ˈkaːʃ ˈmuː bilbiˈtˤɑːɡa	I paid cash not by card	كَاش	[commerce] كَاش [kaːʃ] 'cash' < Eng. cash — attested loan; pipeline matches. table: Najdi (Alhoody 2019)	pinned
ar-SA-x-najd-cs-016	اِشْتَرَيت تِلِفِزْيُون جَدِيد لِلْبَيت	اشتريت تلفزيون جديد للبيت	iʃtaˈrajt tilifizˈjuːn dʒaˈdiːd lilˈbajt	I bought a new television for the house	تِلِفِزْيُون	[daily] تِلِفِزْيُون [tilifizjuːn] 'television' — long-established loan; the pipeline reads the vocalised spelling faithfully and matches the attested realisation. table: Najdi (Alhoody 2019); Watson 2002	pinned
ar-SA-x-najd-cs-017	هَذَا مُودِيل السَّنَة الْجَدِيدَة	هذا موديل السنة الجديدة	ˈhaðaː muːˈdiːl ˈassana aldʒaˈdiːda	this is this year's new model	موديل	[automotive] مُودِيل [muːdiːl] 'model' < Eng. model — attested Najdi car-register loan. The loan's heavy final syllable takes the primary stress [muːˈdiːl]; the pipeline now places it there (the stress mark no longer lands inside the long vowel), so this row pins live engine output. table: Najdi (Alhoody 2019)	pinned
ar-SA-x-najd-cs-018	wesh 3loomak? 3sak tayeb ya khoy	wesh 3loomak? 3sak tayeb ya khoy	ˈwiʃ ʕuˈluːmak ʕaˈsaːk ˈtˤɑjjib ˈjaː ˈxuːj	what is your news? I hope you are well, brother	3loomak;3sak	[arabizi] Latin-script Najdi (3=ع/ʕ, 5=خ/x, 7=ħ). The pipeline has no Arabizi path — it would read the Latin tokens as English loans; ipa hand-derived as the Najdi sentence it spells: وِش عُلُومَك؟ عَسَاك طَيِّب يَا خُوي (Ingham 1994 §greetings). table: n/a	unsupported
ar-SA-x-najd-cs-019	5alni ashoofak bukra 3ind el warsha	5alni ashoofak bukra 3ind el warsha	ˈxalliniː ʔaˈʃuːfak ˈbukra ˈʕind aˈlwarʃa	let me see you tomorrow at the workshop	5alni;3ind	[arabizi] Latin-script Najdi (5=خ/x, 3=ع/ʕ). Pipeline has no Arabizi path; ipa hand-derived as the Najdi sentence it spells: خَلِّنِي أَشُوفَك بُكْرَة عِنْد الْوَرْشَة (Ingham 1994). table: n/a	unsupported
ar-SA-x-najd-cs-020	el sayara feha 7ess lazem awadeeha lel warsha	el sayara feha 7ess lazem awadeeha lel warsha	assaˈjjaːra ˈfiːhaː ˈħiss ˈlaːzim ʔawaˈddiːhaː ˈlwarʃa	the car has a noise, I must take it to the workshop	7ess;sayara	[arabizi] Latin-script Najdi (7=ħ). Pipeline has no Arabizi path; ipa hand-derived as the Najdi sentence it spells: السَّيَّارَة فِيهَا حِسّ لَازِم أَوَدِّيهَا الْوَرْشَة (Ingham 1994). table: n/a	unsupported
