id	sentence	raw	ipa	gloss_en	cs_words	notes	pipeline_status
ar-JO-cs-011	دَفَعْت cash مِش بِالْكَرْت	دفعت cash مش بالكرت	daˈfaʕt kaʃ ˈmiʃ biˈlkart	I paid cash, not by card	cash	[commerce] cash→kaʃ. miš negation (cowell1964). table: Levantine (Al-Saidat 2011; Cowell 1964)	pinned
ar-JO-cs-012	الْ wifi بَطِيء الْيَوم	ال wifi بطيء اليوم	ˈal wifi bɑˈtˤiːʔ aˈljoːm	the wifi is slow today	wifi	[tech] wifi→wifi (both segments native). aw→oː il-yōm (fadda2016). table: Levantine (Al-Saidat 2011; Cowell 1964)	pinned
ar-JO-cs-013	عِنْدِي بَنْشَر بِالسَّيَّارَة	عندي بنشر بالسيارة	ˈʕindiː ˈbanʃar bilssaˈjjaːra	I have a flat tyre in the car	بَنْشَر	[automotive] Arabic-script loan banšar 'flat tyre/puncture' (< Eng. puncture; everyday Jordanian form). Pipeline reads the vocalised word faithfully → banʃar, the attested realisation. Ammani koine ق→[ɡ], ج→[dʒ] (Al-Wer 2020); frame cowell1964/alwer2020	pinned
ar-JO-cs-014	الْكَمْبْيُوتَر بَطِيء الْيَوم	الكمبيوتر بطيء اليوم	alkaˈmbjuːtar bɑˈtˤiːʔ aˈljoːm	the computer is slow today	كَمْبْيُوتَر	[tech] Arabic-script loan kambyūtar 'computer'. Pipeline reads it faithfully → kambjuːtar, the attested realisation. aw→oː il-yōm (fadda2016).	pinned
ar-JO-cs-015	نِسِيت الْمُوبَايْل بِالْبَيْت	نسيت الموبايل بالبيت	niˈsiːt almoˈbajl biˈlbajt	I forgot the mobile at home	مُوبَايْل	[tech] Arabic-script loan mōbāyl 'mobile phone'. Attested Ammani realisation /moˈbajl/. Pipeline over-reads و as [uː] and inserts a leading length artifact → almuˈːbaːjl (wrong); correct loan IPA pinned here.	known-wrong
ar-JO-cs-016	هَالسَّيَّارَة أُوتُومَاتِيك	هالسيارة أوتوماتيك	haːlssaˈjjaːra ʔotomaˈtik	this car is automatic	أُوتُومَاتِيك	[automotive] Arabic-script loan otomatik 'automatic' (< Fr./Eng. automatique). Attested realisation /ʔotomaˈtik/. Pipeline over-lengthens → ʔuːtuːmaˈːtiːk (wrong); correct loan IPA pinned here.	known-wrong
ar-JO-cs-017	بِدِّي أَشْتَرِي تِلِفِزْيُون جْدِيد	بدي أشتري تلفزيون جديد	ˈbiddiː ˈʔaʃtariː tilifizˈjoːn ˈdʒdiːd	I want to buy a new television	تِلِفِزْيُون	[tech] Arabic-script loan tilifizyōn 'television'. Attested Jordanian realisation /tilifizˈjoːn/ (يون → [joːn]). Pipeline reads و as [uː] → tilifiˈzjuːn (wrong final vowel); correct loan IPA pinned here.	known-wrong
ar-JO-cs-018	mar7aba kifak, kil shi tamam	mar7aba kifak, kil shi tamam	ˈmarħabaː ˈkiːfak ˈkill ˈʃiː taˈmaːm	hi, how are you, everything ok	7	[greeting] Ammani Arabizi: 7=ح. Spells مَرْحَبَا كِيفَك كِلّ شِي تَمَام (kīfak; kill ši tamām; cowell1964/alwer2020). Pipeline has no Arabizi path (reads Latin as en-GB loan); IPA hand-derived from the Arabic it spells.	unsupported
ar-JO-cs-019	bidde arou7 3a soug bukra	bidde arou7 3a soug bukra	ˈbiddiː ʔaˈruːħ ˈʕa ˈssuːɡ ˈbukraː	I want to go to the market tomorrow	7;3	[daily] Ammani Arabizi: 7=ح, 3=ع, soug=سُوق with ق→[ɡ]. Spells بِدِّي أَرُوح عَ السُّوق بُكْرَا (Al-Wer 2020:560 ق=[ɡ]). Pipeline has no Arabizi path; IPA hand-derived from the Arabic.	unsupported
ar-JO-cs-020	hassa ana ba7ki ma3ak	hassa ana ba7ki ma3ak	ˈhassaː ˈʔanaː ˈbaħkiː ˈmaʕak	right now I am talking to you	7;3	[daily] Ammani Arabizi: 7=ح, 3=ع, hassa 'now' (alwer2020). Spells هَسَّا أَنَا بَحْكِي مَعَك. Pipeline has no Arabizi path; IPA hand-derived from the Arabic.	unsupported
