id	sentence	raw	ipa	gloss_en	cs_words	notes	pipeline_status
ar-KW-cs-011	شُفْت manager عِنْد garage	شفت manager عند garage	ˈʃuft manadʒa ˈʕind ɡaradʒ	did you see the manager at a garage	manager;garage	[automotive] manager→manadʒar (native ǧīm [dʒ]); garage→ɡaːradʒ (final /ʒ/→[dʒ]; Gulf has no /ʒ/). table: default pan-Arabic (Watson 2002; Holes 2004)	pinned
ar-KW-cs-012	بِچَم ticket مَال concert	بچم ticket مال concert	ˈbitʃam tikit ˈmaːl kunsat	how much is the ticket for the concert	ticket;concert	[daily] ticket→tikit; concert→kunsart. Frame word بِچَم 'how much' shows the KW velar affrication كـ/k/→[tʃ] before front /i/ (چ, alshammari2026). table: default pan-Arabic (Watson 2002; Holes 2004)	pinned
ar-KW-cs-013	السَّيَّارَة رَاحَت سَرْفِيس الْيَوم الصُّبُح	السيارة راحت سرفيس اليوم الصبح	assajˈjaːra ˈraːħat sarˈfiːs alˈjoːm ˈɑsˤsˤʊbuħ	the car went for a service this morning	سَرْفِيس	[automotive] loan سَرْفِيس 'service (station)' → saˈrfiːs (/v/→[f]); attested Gulf car-register [sarfiːs] (Holes 2004). Pipeline reads the vocalised loan natively and matches. table: default pan-Arabic (Watson 2002; Holes 2004)	pinned
ar-KW-cs-014	دَفَعْت كَاش مُو بِالْكَارْت	دفعت كاش مو بالكارت	daˈfaʕt ˈkaːʃ muː bilˈkaːrt	I paid cash, not by card	كَاش	[commerce] loan كَاش 'cash' → kaːʃ, matches attested [kaːʃ]; كَارْت 'card'→kaːrt (Holes 2004). table: default pan-Arabic (Watson 2002; Holes 2004)	pinned
ar-KW-cs-015	السَّيَّارَة فِيهَا بَنْشَر لَازِم أَصَلِّحُه	السيارة فيها بنشر لازم أصلحه	assajˈjaːra ˈfiːhaː ˈbanʃar ˈlaːzim ʔɑˈsˤɑlliħuh	the car has a puncture, I have to fix it	بَنْشَر	[automotive] loan بَنْشَر 'puncture' → banʃar, matches attested Gulf/Najdi car-register [banʃar] (Holes 2004). table: default pan-Arabic (Watson 2002; Holes 2004)	pinned
ar-KW-cs-016	رَنِّيت لَك عَلَى الْمُوبَايِل بَسّ مَا رَدِّيت	رنيت لك على الموبايل بس ما رديت	raˈnniːt ˈlak ˈʕalaː lmoˈbaːjil ˈbass ˈmaː raˈddiːt	I rang you on the mobile but you didn't answer	الْمُوبَايِل	[tech] loan مُوبَايِل 'mobile'; attested Gulf [moːbaːjil] (Holes 2004: integrated loans with و take the mid long vowel [oː]). PIPELINE WRONG: emits 'lmuˈːbaːjil' — reads و as [uː] not the loan mid vowel [oː] and misplaces stress inside the length mark. Correct loan IPA pinned in ipa. table: default pan-Arabic (Watson 2002; Holes 2004)	known-wrong
ar-KW-cs-017	قَعَدْنَا نِتْفَرَّج عَلَى التِّلِفِزْيُون بِاللَّيْل	قعدنا نتفرج على التلفزيون بالليل	ɡaˈʕadnaː niˈtfarradʒ ˈʕalaː ttilifizˈjoːn bilˈlajl	we sat watching television at night	التِّلِفِزْيُون	[daily] loan تِلِفِزْيُون 'television'; attested Gulf [tilifizjoːn] (Holes 2004: و→[oː] in integrated loans). PIPELINE WRONG: emits 'ttilifiˈzjuːn' — و→[uː] instead of loan [oː] (and a spurious geminate-l artifact on بِاللَّيْل). Correct loan IPA pinned in ipa. table: default pan-Arabic (Watson 2002; Holes 2004)	known-wrong
ar-KW-cs-018	shlonich? sha5barich el youm	shlonich? sha5barich el youm	ˈʃluːnitʃ ʃaxˈbaːritʃ alˈjoːm	how are you? what's your news today? (to a woman)	shlonich;sha5barich	[arabizi] Latin-script Kuwaiti (5=خ/x; 2fs kashkasha suffix -ich=[itʃ]). Spells شْلُونِچ؟ شَخْبَارِچ الْيَوم. Pipeline has no Arabizi path (arbtok.translit never sniffs a Latin run as Arabic); ipa hand-derived as the Kuwaiti sentence it spells (alshammari2026; albalushi2016). table: n/a	unsupported
ar-KW-cs-019	wesh 3endich? ana abi chai	wesh 3endich? ana abi chai	ˈwiʃ ˈʕinditʃ ˈʔanaː ˈʔabiː ˈtʃaːj	what do you have? I want tea (to a woman)	3endich;chai	[arabizi] Latin-script Kuwaiti (3=ع/ʕ; kashkasha -ich; ch=چ=[tʃ]). Spells وِش عِنْدِچ؟ أَنَا أَبِي چَاي. unsupported (no Arabizi path); ipa = the Kuwaiti reading (albalushi2016; alshammari2026). table: n/a	unsupported
ar-KW-cs-020	ana gilt lik roo7 el jam3iya	ana gilt lik roo7 el jam3iya	ˈʔanaː ˈɡilt ˈlik ˈruːħ aldʒamˈʕijja	I told you: go to the co-op	gilt;roo7;jam3iya	[arabizi] Latin-script Kuwaiti (7=ح/ħ, 3=ع/ʕ). Spells أَنَا قِلْت لِك رُوح الْجَمْعِيَّة. Note the Kuwaiti 1sg perfect is [ɡilt] (i-vowel), not [ɡult]. unsupported (no Arabizi path); ipa hand-derived as the Kuwaiti sentence it spells (albalushi2016). table: n/a	unsupported
