id	sentence	raw	ipa	gloss_en	cs_words	notes	pipeline_status
ar-x-peninsular-cs-011	ابْعَتْلِي link عَلَى message	ابعتلي link على message	ibʕtaˈlijj link ˈʕalaː misadʒ	send me the link on a message	link;message	[tech] link→link; message→misadʒ. table: default pan-Arabic (Watson 2002; Holes 2004)	pinned
ar-x-peninsular-cs-012	أَبْغَى أَشْتَرِي online بَسّ مَا لَقِيت offer	أبغى أشتري online بس ما لقيت offer	ˈʔabɣaː ˈʔaʃtariː unlin ˈbass ˈmaː laˈqiːt ufar	I want to buy online but I did not find an offer	online;offer	[commerce] online→unlin; offer→ufar. node rank-1: conservative ق→[q] retained (لقيت→laˈqiːt), aw/ay diphthongs retained; the node declares /ɡ/ so meeting→miːtinɡ, garage→ɡaːradʒ (watson2002; ingham1994; omar1975). table: default pan-Arabic (Watson 2002; Holes 2004)	pinned
ar-x-peninsular-cs-013	وَدِّيت السَّيَّارَة سَرْفِيس الْحِين	وديت السيارة سرفيس الحين	wadˈdiːt assajˈjaːra sarˈfiːs alˈħiːn	I took the car for a service now	سَرْفِيس	[automotive] loan سرفيس 'service (station)' → read natively (/v/-loan spelt with ف); attested colloquial [sarˈfiːs] (badawi-hinds1986 s.v. سرفيس). table: default pan-Arabic (Watson 2002; Holes 2004)	pinned
ar-x-peninsular-cs-014	دَفَعْت كَاش مُو بِكَرْت	دفعت كاش مو بكرت	daˈfaʕt ˈkaːʃ ˈmuː biˈkart	I paid cash not by card	كَاش	[commerce] loans كاش 'cash' → [kaːʃ] and كرت 'card' → [kart], both attested pan-Arabic (badawi-hinds1986 s.v. كاش, كارت). table: default pan-Arabic (Watson 2002; Holes 2004)	pinned
ar-x-peninsular-cs-015	الْعَجَلَة فِيهَا بَنْشَر لَازِم أَصَلِّحْهَا	العجلة فيها بنشر لازم أصلحها	alˈʕadʒala ˈfiːhaː ˈbanʃar ˈlaːzim ʔɑsˤɑlˈliħhaː	the wheel has a puncture, I have to fix it	بَنْشَر	[automotive] loan بنشر 'puncture' → [banʃar], attested colloquial (badawi-hinds1986 s.v. بنشر). table: default pan-Arabic (Watson 2002; Holes 2004)	pinned
ar-x-peninsular-cs-016	حَجَزْت تَاكْسِي مِنَ الْمَطَار	حجزت تاكسي من المطار	ħaˈdʒazt ˈtaːksiː ˈmina lmɑˈtˤɑːr	I booked a taxi from the airport	تَاكْسِي	[daily] loan تاكسي 'taxi' → [taksiː], fully integrated pan-Arabic loan (Wehr s.v.). table: default pan-Arabic (Watson 2002; Holes 2004)	pinned
ar-x-peninsular-cs-017	اِشْتَرَيْت كَرْت شِحْن جَدِيد	اشتريت كرت شحن جديد	iʃtaˈrajt ˈkart ˈʃiħn dʒaˈdiːd	I bought a new top-up card	كَرْت	[commerce] loan كرت 'card' → [kart] (/p/-free; final cluster), attested pan-Arabic (badawi-hinds1986 s.v. كارت). table: default pan-Arabic (Watson 2002; Holes 2004)	pinned
ar-x-peninsular-cs-018	kayf 7alak el yoom	kayf 7alak el yoom	ˈkajf ˈħaːlak aˈljawm	how are you today	7alak	[daily] Arabizi (7=ح; spells كيف حالك اليوم). The node's pipeline has no Latin-as-Arabic path (translit never sniffs a Latin run as Arabic); ipa = the node reading of the Arabic it spells. table: default pan-Arabic (Watson 2002; Holes 2004)	unsupported
ar-x-peninsular-cs-019	abgha ashoof el balad	abgha ashoof el balad	ˈʔabɣaː ʔaˈʃuːf ˈalbalad	I want to see the town	abgha;ashoof	[daily] Arabizi (spells أبغى أشوف البلد). The node's pipeline has no Latin-as-Arabic path (translit never sniffs a Latin run as Arabic); ipa = the node reading of the Arabic it spells. table: default pan-Arabic (Watson 2002; Holes 2004)	unsupported
ar-x-peninsular-cs-020	3adak tayyeb ya 5oy	3adak tayyeb ya 5oy	ˈʕaːdak ˈtˤɑjjib ˈjaː ˈxuːj	are you still well, brother	3adak;5oy	[daily] Arabizi (3=ع, 5=خ; spells عادك طيب يا خوي). The node's pipeline has no Latin-as-Arabic path (translit never sniffs a Latin run as Arabic); ipa = the node reading of the Arabic it spells. table: default pan-Arabic (Watson 2002; Holes 2004)	unsupported
