id	sentence	raw	ipa	gloss_en	cs_words	notes	pipeline_status
ar-LB-cs-011	بَدِّي أَشْتَرِي online مِش مِن الْمَحَلّ	بدي أشتري online مش من المحل	ˈbaddiː ˈʔaʃtariː unlin ˈmiʃ min almaˈħall	I want to buy online, not from the shop	online	[commerce] online→unlin. miš nominal negation (cowell1964). table: Levantine (Al-Saidat 2011; Cowell 1964)	pinned
ar-LB-cs-012	أَنَا think هَادَا الْكْتَاب غَالِي	أنا think هادا الكتاب غالي	ˈʔaneː θink ˈhaːdeː lˈkteːb ˈɣaːliː	I think this book is expensive	think	[daily] think→θink (interdental /θ/ RETAINED in Levantine, unlike Cairene [t]). hādā demonstrative (cowell1964). table: Levantine (Al-Saidat 2011; Cowell 1964)	pinned
ar-LB-cs-013	عِنْدِي بَنْشَر بِالسَّيَّارَة	عندي بنشر بالسيارة	ˈʕindiː ˈbanʃar bissajˈjaːre	I have a flat tyre in the car	بَنْشَر	[automotive] Arabic-script loan banšar 'flat tyre/puncture' (< Eng. puncture; Levantine everyday form). Pipeline reads the vocalised word faithfully → banʃar, the attested realisation. frame register cowell1964; Beiruti imala almbark2015/fadda2016.	pinned
ar-LB-cs-014	الْكَمْبْيُوتَر بَطِيء الْيَوم	الكمبيوتر بطيء اليوم	alkambˈjuːtar bɑˈtˤiːʔ alˈjoːm	the computer is slow today	كَمْبْيُوتَر	[tech] Arabic-script loan kambyūtar 'computer' (< Eng. computer). Pipeline reads it faithfully → kambjuːtar, the attested realisation. aw→oː il-yōm (almbark2015).	pinned
ar-LB-cs-015	نِسِيت الْمُوبَايْل بِالْبَيْت	نسيت الموبايل بالبيت	niˈsiːt almoˈbajl biˈlbajt	I forgot the mobile at home	مُوبَايْل	[tech] Arabic-script loan mōbāyl 'mobile phone'. Attested Beiruti realisation /moˈbajl/. Pipeline over-reads و as [uː] and inserts a leading length artifact → almuˈːbaːjl (wrong); correct loan IPA pinned here.	known-wrong
ar-LB-cs-016	أَخَدْت سِيرْفِيس عَ الْبَلَد	أخدت سيرفيس ع البلد	ʔaˈxadt sarˈviːs ˈʕa ˈlbalad	I took a service-taxi to town	سِيرْفِيس	[transport] Arabic-script loan servees 'shared service-taxi', iconic Beirut word (< Fr. service). Attested realisation /sarˈviːs/ (v retained in this French-route loan). Pipeline emits siˈːrfiːs (leading length artifact, f for v). ʕa kept unfronted (register).	known-wrong
ar-LB-cs-017	هَالسَّيَّارَة أُوتُومَاتِيك	هالسيارة أوتوماتيك	haːlssaˈjjeːre ʔotomaˈtik	this car is automatic	أُوتُومَاتِيك	[automotive] Arabic-script loan otomatik 'automatic' (< Fr. automatique). Attested realisation /ʔotomaˈtik/. Pipeline over-lengthens and fronts aː→eː → ʔuːtuːmeˈːtiːk (wrong); correct loan IPA pinned here.	known-wrong
ar-LB-cs-018	mar7aba kifak, kil shi tamem	mar7aba kifak, kil shi tamem	ˈmarħabeː ˈkiːfak ˈkill ˈʃiː taˈmeːm	hi, how are you, everything ok	7	[greeting] Beiruti Arabizi: 7=ح. Spells مَرْحَبَا كِيفَك كِلّ شِي تَمَام (kīfak; kill ši tamām 'all good', cowell1964). Pipeline has no Arabizi path (reads Latin as en-GB loan); IPA hand-derived from the Arabic it spells.	unsupported
ar-LB-cs-019	3am ba7ki ma3ak halla2	3am ba7ki ma3ak halla2	ˈʕam ˈbaħkiː ˈmaʕak ˈhallaʔ	I am talking to you now	3;7;2	[daily] Beiruti Arabizi: 3=ع, 7=ح, 2=ء(ق→ʔ). Spells عَم بَحْكِي مَعَك هَلَّق (ʕam progressive + baħki 'talk', hallaʔ 'now'; cowell1964). Pipeline has no Arabizi path; IPA hand-derived from the Arabic.	unsupported
ar-LB-cs-020	bade rou7 3al beit bukra	bade rou7 3al beit bukra	ˈbaddiː ˈruːħ ˈʕa ˈlbeːt ˈbukra	I want to go home tomorrow	7;3	[daily] Beiruti Arabizi: 7=ح, 3=ع, bade=بَدِّي. Spells بَدِّي رُوح عَ الْبَيْت بُكْرَا. ʕa preposition and bukra kept UNFRONTED (real Beiruti CS register; pipeline over-fronts to ʕe/bukreː). Pipeline has no Arabizi path; IPA hand-derived.	unsupported
