id	sentence	raw	ipa	gloss_en	cs_words	notes	pipeline_status
ar-NG-cs-011	شُفْت manager فِي garage	شفت manager في garage	ˈʃuft manadʒar ˈfiː ɡaːradʒ	did you see the manager in the garage	manager;garage	[daily] English loans manager→manadʒar; garage→ɡaːradʒ (final /ʒ/→[dʒ]; onset [ɡ] in inventory via qaf→[ɡ]; owens1993). en-GB donor, default pan-Arabic table (Watson 2002; Holes 2004).	pinned
ar-NG-cs-012	دَوَّرْت الـcharger بَسّ مَا لَقَيْتو	دورت الـcharger بس ما لقيتو	dawˈwart ʃaːrdʒar ˈbass ˈmaː laˈɡajtuː	I looked for the charger but did not find it	charger	[tech] English loan charger→ʃaːrdʒar (/tʃ/→[ʃ], loan /dʒ/ kept). native لقيتو→[laˈɡajtuː] shows qaf→[ɡ] and retained /aj/ diphthong (Bedouin type; owens1993). en-GB donor, default pan-Arabic table (Watson 2002; Holes 2004).	pinned
ar-NG-cs-013	عِنْدِي موبايل جَدِيد	عندي موبايل جديد	ˈʕindiː moːˈbaːjil dʒaˈdiːd	I have a new mobile	موبايل	[tech] loan موبايل 'mobile'; attested [moːbaːjil]. PIPELINE WRONG: emits 'muˈːbaːjl' — reads و as [uː] not the loan mid vowel [oː] and misplaces stress inside the length mark. Correct loan IPA pinned. default pan-Arabic table (Watson 2002; Holes 2004).	known-wrong
ar-NG-cs-014	الْعَرَبِيَّة فِيهَا بَنْشَر	العربية فيها بنشر	alʕaraˈbijja ˈfiːhaː ˈbanʃar	the car has a puncture	بَنْشَر	[automotive] loan بَنشَر 'puncture' (< Eng. puncture) → banʃar, matches attested [banʃar] (Holes 2004). Pipeline reads the vocalised loan natively and matches. default pan-Arabic table (Watson 2002; Holes 2004).	pinned
ar-NG-cs-015	دَفَعْت كَاش مَا فِي مَشَاكِل	دفعت كاش ما في مشاكل	daˈfaʕt ˈkaːʃ ˈmaː ˈfiː maˈʃaːkil	I paid cash, there are no problems	كَاش	[commerce] loan كَاش 'cash' → kaːʃ, matches attested [kaːʃ]. ما في 'there isn't' negation. default pan-Arabic table (Watson 2002; Holes 2004).	pinned
ar-NG-cs-016	عِنْدِي تِلِفزيون فِي الْأُوضَة	عندي تلفزيون في الأوضة	ˈʕindiː tilifizˈjoːn ˈfiː ˈlʔuːdˤɑ	I have a television in the room	تِلِفزيون	[daily] loan تلفزيون 'television'; attested [tilifizjoːn]. PIPELINE WRONG: emits 'tilifiˈzjuːn' — reads و as [uː] instead of the loan mid vowel [oː]. Correct loan IPA pinned. default pan-Arabic table (Watson 2002; Holes 2004).	known-wrong
ar-NG-cs-017	رِكِبْت تَاكْسِي لِلسُّوق	ركبت تاكسي للسوق	riˈkibt ˈtaːksiː lisˈsuːɡ	I took a taxi to the market	تَاكْسِي	[automotive] loan تاكسي 'taxi' → taːksi, matches attested [taːksi]. سوق→[suːɡ] shows qaf→[ɡ] (owens1993). default pan-Arabic table (Watson 2002; Holes 2004).	pinned
ar-NG-cs-018	kef 7alak ya zol	kef 7alak ya zol	ˈkajf ˈħaːlak ˈjaː ˈzawl	how are you, man?	kef;zol	[arabizi] Latin-script Nigerian/Shuwa (7=ح/ħ; zol 'man/person'). Spells كَيْف حَالَك يَا زَوْل؟ Pipeline has no Arabizi path; ipa hand-derived as the Nigerian reading. DIPHTHONG RETENTION: the modelled Bedouin West Sudanic variety keeps /aj aw/ (owens1993), so كيف→[kajf], زول→[zawl] — the delta from urban N'Djamena (ar-TD) which monophthongises. table: n/a	unsupported
ar-NG-cs-019	wen macheit embare7	wen macheit embare7	ˈwajn maˈʃajt ʔaˈmbaːriħ	where did you go yesterday	wen;macheit	[arabizi] Latin-script Nigerian/Shuwa (7=ح/ħ). Spells وَيْن مَشَيْت أَمْبَارِح. Pipeline has no Arabizi path; ipa hand-derived with retained diphthongs وين→[wajn], مشيت→[maʃajt] (Bedouin type; owens1993). table: n/a	unsupported
ar-NG-cs-020	3andak 7aja jdide	3andak 7aja jdide	ˈʕindak ˈħaːdʒa ˈdʒdiːda	do you have anything new?	3andak;7aja	[arabizi] Latin-script Nigerian/Shuwa (3=ع/ʕ, 7=ح/ħ, j=ج). Spells عِندَك حاجة جْديدة؟ Pipeline has no Arabizi path; ipa hand-derived; jīm→[dʒ] in ħaːdʒa/dʒdiːda (owens1993; owens2006). table: n/a	unsupported
