id	sentence	raw	ipa	gloss_en	cs_words	notes	pipeline_status
ar-BH-cs-011	شِفْت manager عِنْد garage	شفت manager عند garage	ˈʃift manadʒar ˈʕind ɡaːradʒ	did you see the manager at a garage	manager;garage	[automotive] manager→manadʒar (native ǧīm [dʒ]); garage→ɡaːradʒ (final /ʒ/→[dʒ]; Gulf has no /ʒ/). table: default pan-Arabic (Watson 2002; Holes 2004)	pinned
ar-BH-cs-012	بِچَم ticket مَال concert	بچم ticket مال concert	ˈbitʃam tikit ˈmaːl kunsart	how much is the ticket for the concert	ticket;concert	[daily] ticket→tikit; concert→kunsart. Frame word بِچَم 'how much' shows the BH velar affrication كـ/k/→[tʃ] before front /i/ (چ, alshammari2026). table: default pan-Arabic (Watson 2002; Holes 2004)	pinned
ar-BH-cs-013	السَّيَّارَة رَاحَت سَرْفِيس الصُّبُح	السيارة راحت سرفيس الصبح	assajˈjaːra ˈraːħat sarˈfiːs ˈɑsˤsˤubuħ	the car went for a service in the morning	سَرْفِيس	[automotive] loan سَرْفِيس 'service (station)' → saˈrfiːs (/v/→[f]); attested Gulf car-register [sarfiːs] (Holes 2004). Pipeline reads the vocalised loan natively and matches. table: default pan-Arabic (Watson 2002; Holes 2004)	pinned
ar-BH-cs-014	دَفَعْت كَاش مُو بِالْكَارْت	دفعت كاش مو بالكارت	daˈfaʕt ˈkaːʃ muː bilˈkaːrt	I paid cash, not by card	كَاش	[commerce] loan كَاش 'cash' → kaːʃ, matches attested [kaːʃ]; كَارْت 'card'→kaːrt (Holes 2004). table: default pan-Arabic (Watson 2002; Holes 2004)	pinned
ar-BH-cs-015	السَّيَّارَة فِيهَا بَنْشَر لَازِم أَصَلِّحُه	السيارة فيها بنشر لازم أصلحه	assajˈjaːra ˈfiːhaː ˈbanʃar ˈlaːzim ʔɑˈsˤɑlliħuh	the car has a puncture, I have to fix it	بَنْشَر	[automotive] loan بَنْشَر 'puncture' → banʃar, matches attested Gulf/Najdi car-register [banʃar] (Holes 2004). table: default pan-Arabic (Watson 2002; Holes 2004)	pinned
ar-BH-cs-016	رَنِّيت لَك عَلَى الْمُوبَايِل بَسّ مَا رَدِّيت	رنيت لك على الموبايل بس ما رديت	raˈnniːt ˈlak ˈʕalaː lmoˈbaːjil ˈbass ˈmaː raˈddiːt	I rang you on the mobile but you didn't answer	الْمُوبَايِل	[tech] loan مُوبَايِل 'mobile'; attested Gulf [moːbaːjil] (Holes 2004: integrated loans with و take the mid long vowel [oː]). PIPELINE WRONG: emits 'lmuˈːbaːjil' — reads و as [uː] not the loan mid vowel [oː] and misplaces stress inside the length mark. Correct loan IPA pinned in ipa. table: default pan-Arabic (Watson 2002; Holes 2004)	known-wrong
ar-BH-cs-017	قَعَدْنَا نِتْفَرَّج عَلَى التِّلِفِزْيُون بِاللَّيْل	قعدنا نتفرج على التلفزيون بالليل	ɡaˈʕadnaː niˈtfarradʒ ˈʕalaː ttilifizˈjoːn bilˈlajl	we sat watching television at night	التِّلِفِزْيُون	[daily] loan تِلِفِزْيُون 'television'; attested Gulf [tilifizjoːn] (Holes 2004: و→[oː] in integrated loans; the blind-round tilifōn). PIPELINE WRONG: emits 'ttilifiˈzjuːn' — و→[uː] instead of loan [oː] (and a spurious geminate-l artifact on بِاللَّيْل). Correct loan IPA pinned in ipa. table: default pan-Arabic (Watson 2002; Holes 2004)	known-wrong
ar-BH-cs-018	shlonak? sha5barak el yom ya bu 3ali	shlonak? sha5barak el yom ya bu 3ali	ˈʃloːnak ʃaxˈbaːrak alˈjoːm ˈjaː ˈbuː ˈʕaliː	how are you? what's your news today, Abu Ali?	shlonak;sha5barak	[arabizi] Latin-script Bahraini (5=خ/x, 3=ع/ʕ). Spells شْلُونَك؟ شَخْبَارَك الْيَوم يَا بُو عَلِي. Pipeline has no Arabizi path (arbtok.translit never sniffs a Latin run as Arabic); ipa hand-derived as the Bahraini sentence it spells (albalushi2016). table: n/a	unsupported
ar-BH-cs-019	il-ba7ar hadi il-yom wil-hawa rutub	il-ba7ar hadi il-yom wil-hawa rutub	ilˈbaħar ˈhaːdiː ilˈjoːm wilˈhawaː ˈrutˤub	the sea is calm today and the air is humid	il-ba7ar;wil-hawa	[arabizi] Latin-script Bahraini (7=ح/ħ). Spells اِلْبَحَر هَادِي اِلْيَوم وِالْهَوَا رُطُب. Shows the Bahraini raised definite article il-/wil- (a→i; albalushi2016). unsupported (no Arabizi path); ipa hand-derived with the il- article realisation. table: n/a	unsupported
ar-BH-cs-020	wain 7aTTait il-mafatee7? ma adri	wain 7aTTait il-mafatee7? ma adri	ˈweːn ħɑtˤˈtˤeːt ilmafaːˈtiːħ ˈmaː ˈʔadriː	where did you put the keys? I don't know	7aTTait;il-mafatee7	[arabizi] Latin-script Bahraini (7=ح/ħ, TT=emphatic ط). Spells وَين حَطَّيت اِلْمَفَاتِيح؟ مَا أَدْرِي. Raised article il- (albalushi2016). unsupported (no Arabizi path); ipa hand-derived as the Bahraini sentence it spells. table: n/a	unsupported
